event_type,state,month,season,magnitude,magnitude_type,begin_lat,begin_lon,damage_property_num
Thunderstorm Wind,MONTANA,5,MAM,54.0,MG,48.11,-105.07,0.0
Tornado,OKLAHOMA,5,MAM,50.0,Unknown,35.766,-94.723,50000.0
Thunderstorm Wind,ARKANSAS,5,MAM,52.0,EG,34.0291,-93.9499,0.0
Thunderstorm Wind,TEXAS,5,MAM,52.0,EG,32.3112,-95.2952,0.0
Thunderstorm Wind,INDIANA,5,MAM,55.0,EG,41.71,-86.88,0.0
Tornado,KANSAS,5,MAM,50.0,Unknown,39.214,-100.513,50000.0
Hail,TEXAS,5,MAM,1.0,Unknown,26.23,-97.98,0.0
Hail,TEXAS,5,MAM,2.75,Unknown,26.94,-98.91,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,26.55,-98.53,0.0
Hail,OKLAHOMA,5,MAM,4.0,Unknown,36.1455,-99.7577,0.0
Hail,OKLAHOMA,5,MAM,3.06,Unknown,36.239,-99.5786,0.0
Hail,OKLAHOMA,5,MAM,2.75,Unknown,36.2758,-99.5859,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,35.704,-96.885,0.0
Hail,OKLAHOMA,5,MAM,0.88,Unknown,34.071,-97.2126,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,37.0,MG,37.57,-76.27,0.0
Thunderstorm Wind,GEORGIA,5,MAM,52.0,EG,33.54,-82.35,0.0
Hail,SOUTH CAROLINA,5,MAM,0.75,Unknown,33.81,-81.84,0.0
Hail,SOUTH CAROLINA,5,MAM,1.0,Unknown,33.8,-81.78,0.0
Hail,MINNESOTA,5,MAM,1.0,Unknown,44.04,-91.62,0.0
Hail,MINNESOTA,5,MAM,1.0,Unknown,43.98,-91.49,0.0
Thunderstorm Wind,MINNESOTA,5,MAM,50.0,EG,43.99,-91.89,3000.0
Hail,SOUTH CAROLINA,5,MAM,1.5,Unknown,33.52,-81.86,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,52.0,EG,33.84,-81.6,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,52.0,EG,33.67,-81.26,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,52.0,EG,33.64,-81.23,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,52.0,EG,33.6082,-81.0064,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,52.0,EG,33.5845,-80.7996,0.0
Thunderstorm Wind,MICHIGAN,5,MAM,52.0,EG,42.3,-85.41,0.0
Thunderstorm Wind,MICHIGAN,5,MAM,61.0,EG,42.99,-85.06,0.0
Thunderstorm Wind,MICHIGAN,5,MAM,52.0,EG,42.64,-84.43,0.0
Thunderstorm Wind,MICHIGAN,5,MAM,52.0,EG,42.31,-85.39,0.0
Thunderstorm Wind,MICHIGAN,5,MAM,65.0,EG,42.44,-85.29,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,49.0,MG,26.801,-97.471,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,46.0,MG,26.97,-96.679,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,37.0,MG,37.65,-75.88,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,36.0,MG,36.9,-75.71,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,35.0,MG,38.32,-75.12,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,47.0,MG,37.57,-76.26,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,43.0,MG,36.98,-76.32,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,37.0,MG,36.95,-76.39,0.0
Thunderstorm Wind,KANSAS,5,MAM,52.0,EG,37.23,-95.71,0.0
Hail,KANSAS,5,MAM,1.0,Unknown,38.57,-96.97,0.0
Thunderstorm Wind,KANSAS,5,MAM,58.0,MG,38.27,-98.94,0.0
Hail,KANSAS,5,MAM,1.0,Unknown,37.53,-98.12,0.0
Thunderstorm Wind,KANSAS,5,MAM,61.0,EG,37.46,-97.85,0.0
Thunderstorm Wind,KANSAS,5,MAM,56.0,MG,38.39,-98.77,0.0
Thunderstorm Wind,KANSAS,5,MAM,54.0,MG,37.56,-97.63,0.0
Thunderstorm Wind,TENNESSEE,5,MAM,52.0,EG,35.46,-89.7,2000.0
Thunderstorm Wind,TENNESSEE,5,MAM,61.0,EG,35.61,-88.96,6000.0
Thunderstorm Wind,TENNESSEE,5,MAM,70.0,EG,35.87,-88.4,15000.0
Thunderstorm Wind,WYOMING,5,MAM,57.0,MG,44.5,-109.15,0.0
Tornado,MISSISSIPPI,5,MAM,50.0,Unknown,34.8296,-89.9603,762874.9999999854
Thunderstorm Wind,MISSISSIPPI,5,MAM,52.0,EG,34.26,-89.98,1000.0
Thunderstorm Wind,MISSISSIPPI,5,MAM,52.0,EG,34.12,-90.59,15000.0
Thunderstorm Wind,TENNESSEE,5,MAM,52.0,EG,36.11,-88.74,3000.0
Hail,TENNESSEE,5,MAM,0.75,Unknown,35.21,-89.89,0.0
Hail,TENNESSEE,5,MAM,0.75,Unknown,35.27,-89.68,0.0
Hail,TENNESSEE,5,MAM,0.88,Unknown,35.2,-89.63,0.0
Hail,TENNESSEE,5,MAM,0.88,Unknown,35.44,-89.78,0.0
Thunderstorm Wind,TEXAS,5,MAM,61.0,EG,33.65,-97.15,5000.0
Thunderstorm Wind,TEXAS,5,MAM,52.0,EG,32.77,-99.02,7000.0
Thunderstorm Wind,TEXAS,5,MAM,61.0,EG,32.1,-98.97,7000.0
Thunderstorm Wind,TEXAS,5,MAM,65.0,EG,32.1842,-99.1139,12000.0
Thunderstorm Wind,VIRGINIA,5,MAM,50.0,EG,36.57,-78.66,1000.0
Thunderstorm Wind,VIRGINIA,5,MAM,50.0,EG,36.62,-78.56,5000.0
Thunderstorm Wind,VIRGINIA,5,MAM,50.0,EG,37.12,-76.83,1000.0
Hail,ARKANSAS,5,MAM,1.25,Unknown,36.18,-94.53,25000.0
Hail,ARKANSAS,5,MAM,1.0,Unknown,36.1745,-94.5466,0.0
Thunderstorm Wind,ARKANSAS,5,MAM,65.0,EG,36.18,-94.53,0.0
Thunderstorm Wind,ARKANSAS,5,MAM,59.0,MG,36.28,-94.3,0.0
Thunderstorm Wind,OKLAHOMA,5,MAM,55.0,MG,35.5151,-95.1499,0.0
Thunderstorm Wind,OKLAHOMA,5,MAM,80.0,EG,35.7079,-94.978,5000.0
Flash Flood,SOUTH CAROLINA,5,MAM,50.0,Unknown,34.238,-82.157,5000.0
Thunderstorm Wind,GEORGIA,5,MAM,56.0,EG,34.49,-85.34,3000.0
Thunderstorm Wind,GEORGIA,5,MAM,52.0,EG,33.91,-83.33,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,56.0,EG,33.7,-84.9,3000.0
Thunderstorm Wind,GEORGIA,5,MAM,52.0,EG,33.6965,-84.7625,0.0
Thunderstorm Wind,GEORGIA,5,MAM,56.0,EG,33.7,-84.89,1000.0
Hail,OHIO,5,MAM,1.25,Unknown,40.3937,-81.084,0.0
Hail,OHIO,5,MAM,1.0,Unknown,40.02,-81.03,0.0
Hail,OHIO,5,MAM,1.0,Unknown,39.78,-81.84,0.0
Hail,OHIO,5,MAM,1.25,Unknown,40.14,-80.91,0.0
Thunderstorm Wind,PENNSYLVANIA,5,MAM,50.0,EG,41.49,-80.44,1000.0
Hail,PENNSYLVANIA,5,MAM,1.25,Unknown,41.48,-80.44,0.0
Flash Flood,OHIO,5,MAM,50.0,Unknown,39.9513,-82.1133,0.0
Thunderstorm Wind,GEORGIA,5,MAM,48.0,EG,34.2408,-84.9689,7000.0
Hail,TEXAS,5,MAM,1.0,Unknown,31.25,-98.73,0.0
Hail,TEXAS,5,MAM,1.75,Unknown,31.12,-98.56,0.0
Hail,TEXAS,5,MAM,1.5,Unknown,31.05,-98.49,0.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,39.31,-81.49,1500.0
Hail,WEST VIRGINIA,5,MAM,0.75,Unknown,39.12,-81.4,0.0
Hail,WEST VIRGINIA,5,MAM,1.75,Unknown,38.89,-80.3,0.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.49,-80.3,500.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.49,-80.42,3000.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.91,-80.34,250.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.89,-80.35,250.0
Hail,OHIO,5,MAM,0.88,Unknown,39.4,-81.51,0.0
Hail,OHIO,5,MAM,0.75,Unknown,39.33,-82.1,0.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.04,-81.77,500.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.05,-81.81,500.0
Thunderstorm Wind,OHIO,5,MAM,50.0,EG,39.49,-81.68,1500.0
Thunderstorm Wind,OHIO,5,MAM,50.0,EG,39.46,-82.24,500.0
Thunderstorm Wind,OHIO,5,MAM,50.0,EG,39.51,-82.01,1500.0
Thunderstorm Wind,OHIO,5,MAM,45.0,EG,39.6,-82.08,500.0
Thunderstorm Wind,MINNESOTA,5,MAM,63.0,MG,48.07,-96.17,0.0
Thunderstorm Wind,MINNESOTA,5,MAM,50.0,EG,47.18,-96.17,0.0
Thunderstorm Wind,MINNESOTA,5,MAM,52.0,EG,47.08,-96.26,0.0
Thunderstorm Wind,MINNESOTA,5,MAM,55.0,EG,46.84,-95.98,0.0
Thunderstorm Wind,MINNESOTA,5,MAM,52.0,EG,48.02,-96.51,0.0
Thunderstorm Wind,MINNESOTA,5,MAM,50.0,EG,47.0,-96.1,0.0
Thunderstorm Wind,MINNESOTA,5,MAM,52.0,EG,48.19,-96.18,0.0
Thunderstorm Wind,MINNESOTA,5,MAM,52.0,EG,46.86,-95.61,0.0
Thunderstorm Wind,MINNESOTA,5,MAM,52.0,EG,46.42,-95.14,0.0
Tornado,PENNSYLVANIA,5,MAM,50.0,Unknown,40.25,-80.38,10000.0
Thunderstorm Wind,PENNSYLVANIA,5,MAM,50.0,EG,40.9378,-80.1073,1000.0
Thunderstorm Wind,PENNSYLVANIA,5,MAM,60.0,EG,40.26,-80.0,2000.0
Thunderstorm Wind,PENNSYLVANIA,5,MAM,50.0,EG,40.25,-80.0,3000.0
Hail,PENNSYLVANIA,5,MAM,1.5,Unknown,40.56,-79.15,0.0
Hail,PENNSYLVANIA,5,MAM,1.75,Unknown,40.54,-79.16,0.0
Hail,PENNSYLVANIA,5,MAM,1.5,Unknown,40.61,-79.15,0.0
Hail,PENNSYLVANIA,5,MAM,1.75,Unknown,40.61,-79.15,0.0
Hail,PENNSYLVANIA,5,MAM,1.75,Unknown,40.61,-79.16,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,34.8091,-96.8621,0.0
Hail,OKLAHOMA,5,MAM,1.0,Unknown,34.8161,-96.7524,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,35.4891,-97.5725,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,35.4716,-97.5103,0.0
Hail,OKLAHOMA,5,MAM,2.0,Unknown,35.11,-97.74,0.0
Hail,OKLAHOMA,5,MAM,0.88,Unknown,35.1269,-97.6911,0.0
Hail,OKLAHOMA,5,MAM,1.0,Unknown,35.25,-97.6,0.0
Hail,OKLAHOMA,5,MAM,1.0,Unknown,35.8263,-97.0621,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,35.7001,-96.8903,0.0
Hail,OKLAHOMA,5,MAM,1.0,Unknown,35.94,-99.92,0.0
Hail,OKLAHOMA,5,MAM,1.5,Unknown,35.83,-99.7643,0.0
Hail,NEW MEXICO,5,MAM,1.5,Unknown,34.33,-103.26,0.0
Hail,NEW MEXICO,5,MAM,1.0,Unknown,34.43,-103.28,0.0
Hail,NEBRASKA,5,MAM,1.0,Unknown,40.75,-96.63,0.0
Thunderstorm Wind,NEBRASKA,5,MAM,51.0,MG,41.54,-96.55,0.0
Thunderstorm Wind,TEXAS,5,MAM,70.0,MG,34.0302,-102.4077,0.0
Hail,TEXAS,5,MAM,2.5,Unknown,31.39,-102.35,0.0
Thunderstorm Wind,PENNSYLVANIA,5,MAM,52.0,EG,40.37,-76.3007,2000.0
Thunderstorm Wind,PENNSYLVANIA,5,MAM,52.0,EG,40.5612,-76.2075,2000.0
Flood,CALIFORNIA,5,MAM,50.0,Unknown,34.8528,-119.1632,0.0
Thunderstorm Wind,KANSAS,5,MAM,78.0,EG,39.9,-100.78,0.0
Thunderstorm Wind,MINNESOTA,5,MAM,60.0,EG,47.57,-90.84,0.0
Thunderstorm Wind,COLORADO,5,MAM,52.0,EG,39.31,-102.27,0.0
Thunderstorm Wind,COLORADO,5,MAM,55.0,MG,39.2415,-102.2819,0.0
Thunderstorm Wind,COLORADO,5,MAM,50.0,MG,38.92,-102.2,0.0
Thunderstorm Wind,COLORADO,5,MAM,57.0,MG,38.85,-102.18,0.0
Hail,VIRGINIA,5,MAM,1.5,Unknown,36.82,-79.92,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,36.91,-79.78,0.0
Tornado,WISCONSIN,5,MAM,50.0,Unknown,43.4307,-89.9453,5000.0
Tornado,WISCONSIN,5,MAM,50.0,Unknown,43.5175,-89.5009,0.0
Hail,WISCONSIN,5,MAM,1.75,Unknown,43.13,-89.33,0.0
Hail,WISCONSIN,5,MAM,1.5,Unknown,43.14,-89.31,0.0
Hail,WISCONSIN,5,MAM,1.25,Unknown,43.1,-89.34,0.0
Hail,WISCONSIN,5,MAM,1.25,Unknown,43.19,-89.28,0.0
Hail,WISCONSIN,5,MAM,1.5,Unknown,43.02,-88.47,0.0
Thunderstorm Wind,ALABAMA,5,MAM,56.0,EG,33.4696,-87.8107,0.0
Thunderstorm Wind,ALABAMA,5,MAM,56.0,EG,33.22,-87.54,0.0
Tornado,ALABAMA,5,MAM,50.0,Unknown,33.574,-85.3624,0.0
Tornado,ALABAMA,5,MAM,50.0,Unknown,32.1896,-85.9662,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,37.46,-77.5,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,37.4788,-77.5152,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,37.47,-77.1,0.0
Thunderstorm Wind,VIRGINIA,5,MAM,50.0,EG,37.84,-77.54,1000.0
Lightning,VIRGINIA,5,MAM,50.0,Unknown,37.77,-77.49,1000.0
Hail,MISSOURI,5,MAM,1.0,Unknown,37.86,-94.35,0.0
Hail,MISSOURI,5,MAM,1.0,Unknown,37.85,-94.13,0.0
Thunderstorm Wind,MISSOURI,5,MAM,60.0,MG,36.7,-94.52,0.0
Thunderstorm Wind,MISSOURI,5,MAM,52.0,EG,37.15,-94.48,5000.0
Thunderstorm Wind,MISSOURI,5,MAM,57.0,EG,37.08,-94.51,8000.0
Thunderstorm Wind,MISSOURI,5,MAM,52.0,EG,37.0,-94.32,3000.0
Flood,MISSOURI,5,MAM,50.0,Unknown,36.67,-92.06,0.0
Flood,MISSOURI,5,MAM,50.0,Unknown,36.5268,-92.0112,0.0
Flood,MISSOURI,5,MAM,50.0,Unknown,37.23,-94.42,0.0
Hail,MISSOURI,5,MAM,1.0,Unknown,37.34,-92.9,0.0
Hail,MISSOURI,5,MAM,1.0,Unknown,36.98,-92.67,0.0
Thunderstorm Wind,CONNECTICUT,5,MAM,50.0,EG,41.7201,-73.4802,0.0
Thunderstorm Wind,CONNECTICUT,5,MAM,50.0,EG,41.8314,-73.2303,0.0
Thunderstorm Wind,CONNECTICUT,5,MAM,50.0,EG,41.8103,-73.1103,0.0
Thunderstorm Wind,CONNECTICUT,5,MAM,50.0,EG,41.8312,-73.03,0.0
Thunderstorm Wind,CONNECTICUT,5,MAM,50.0,EG,41.9125,-73.0204,0.0
Flash Flood,TEXAS,5,MAM,50.0,Unknown,31.8299,-94.5002,0.0
Tornado,FLORIDA,5,MAM,50.0,Unknown,30.8556,-85.7843,100000.0
Hail,LOUISIANA,5,MAM,1.25,Unknown,30.43,-90.55,0.0
Hail,LOUISIANA,5,MAM,1.0,Unknown,30.47,-90.57,0.0
Hail,LOUISIANA,5,MAM,1.0,Unknown,30.46,-90.45,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,35.0,MG,28.87,-90.49,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,62.0,MG,30.2,-90.12,0.0
Thunderstorm Wind,VIRGINIA,5,MAM,50.0,EG,36.75,-76.06,3000.0
Hail,MISSOURI,5,MAM,1.5,Unknown,38.57,-91.22,0.0
Hail,MISSOURI,5,MAM,1.0,Unknown,38.6,-91.18,0.0
Hail,MISSOURI,5,MAM,1.0,Unknown,38.59,-91.18,0.0
Hail,MISSOURI,5,MAM,1.0,Unknown,38.61,-91.22,0.0
Hail,MISSOURI,5,MAM,1.0,Unknown,38.7,-90.4,0.0
Hail,MISSOURI,5,MAM,2.0,Unknown,38.67,-90.33,0.0
Hail,MISSOURI,5,MAM,1.75,Unknown,38.68,-90.36,0.0
Hail,MISSOURI,5,MAM,2.5,Unknown,38.71,-90.32,0.0
Hail,MISSOURI,5,MAM,1.0,Unknown,38.68,-90.33,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,32.4803,-94.0594,0.0
Flash Flood,TEXAS,5,MAM,50.0,Unknown,32.5487,-94.8117,0.0
Thunderstorm Wind,LOUISIANA,5,MAM,52.0,EG,32.7912,-92.3413,0.0
Thunderstorm Wind,LOUISIANA,5,MAM,61.0,EG,32.5299,-92.1768,0.0
Thunderstorm Wind,GEORGIA,5,MAM,52.0,EG,33.7,-84.9,2000.0
Thunderstorm Wind,GEORGIA,5,MAM,48.0,EG,33.6533,-84.8731,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,43.0,EG,33.68,-84.76,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,48.0,EG,33.7572,-84.7515,1000.0
Tornado,OKLAHOMA,5,MAM,50.0,Unknown,35.789,-94.808,0.0
Tornado,OKLAHOMA,5,MAM,50.0,Unknown,35.102,-94.746,0.0
Thunderstorm Wind,UTAH,5,MAM,58.0,MG,40.56,-112.48,0.0
Thunderstorm Wind,UTAH,5,MAM,51.0,MG,40.13,-112.38,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,5,MAM,61.0,MG,31.4,-80.866,0.0
Tornado,OKLAHOMA,5,MAM,50.0,Unknown,34.805,-95.575,75000.0
Hail,KANSAS,5,MAM,2.5,Unknown,38.6965,-101.3858,0.0
Tornado,OKLAHOMA,5,MAM,50.0,Unknown,35.162,-94.554,0.0
Thunderstorm Wind,TEXAS,5,MAM,61.0,EG,28.5,-99.82,10000.0
Tornado,WISCONSIN,5,MAM,50.0,Unknown,44.898,-90.315,0.0
Thunderstorm Wind,NEW YORK,5,MAM,40.0,EG,43.0099,-75.0286,0.0
Thunderstorm Wind,NEW YORK,5,MAM,40.0,EG,42.9939,-74.245,0.0
Hail,TEXAS,5,MAM,1.75,Unknown,26.27,-98.24,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,26.24,-98.23,0.0
Hail,TEXAS,5,MAM,1.75,Unknown,26.18,-98.04,0.0
Flood,OKLAHOMA,5,MAM,50.0,Unknown,35.0776,-96.6103,50000.0
Flood,OKLAHOMA,5,MAM,50.0,Unknown,34.2756,-97.0381,0.0
Hail,OKLAHOMA,5,MAM,3.0,Unknown,36.312,-99.5462,0.0
Hail,OKLAHOMA,5,MAM,1.0,Unknown,36.359,-99.3557,0.0
Hail,OKLAHOMA,5,MAM,1.75,Unknown,36.43,-99.4079,0.0
Thunderstorm Wind,OKLAHOMA,5,MAM,54.0,MG,33.8937,-97.2691,0.0
Thunderstorm Wind,OKLAHOMA,5,MAM,56.0,MG,33.8937,-97.2691,0.0
Flash Flood,GEORGIA,5,MAM,50.0,Unknown,33.59,-82.15,0.0
Flash Flood,GEORGIA,5,MAM,50.0,Unknown,33.55,-82.16,0.0
Flash Flood,GEORGIA,5,MAM,50.0,Unknown,33.56,-82.11,0.0
Flash Flood,GEORGIA,5,MAM,50.0,Unknown,33.56,-82.11,0.0
Hail,SOUTH CAROLINA,5,MAM,1.25,Unknown,33.79,-81.91,0.0
Hail,SOUTH CAROLINA,5,MAM,0.75,Unknown,33.79,-81.93,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,26.18,-97.96,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,52.0,EG,33.5067,-80.9758,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,52.0,EG,33.4814,-80.8899,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,52.0,EG,33.8925,-80.3833,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,78.0,EG,33.75,-81.06,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,52.0,EG,33.64,-80.88,0.0
Thunderstorm Wind,MICHIGAN,5,MAM,52.0,EG,42.95,-85.09,0.0
Tornado,MICHIGAN,5,MAM,50.0,Unknown,42.69,-85.82,0.0
Tornado,MICHIGAN,5,MAM,50.0,Unknown,42.52,-85.7,0.0
Thunderstorm Wind,TEXAS,5,MAM,74.0,EG,26.3269,-98.2537,500000.0
Flash Flood,TEXAS,5,MAM,50.0,Unknown,30.72,-93.77,0.0
Flash Flood,TEXAS,5,MAM,50.0,Unknown,30.4796,-93.9735,0.0
Flash Flood,TEXAS,5,MAM,50.0,Unknown,30.73,-93.83,0.0
Tornado,TENNESSEE,5,MAM,50.0,Unknown,35.6534,-84.5287,100000.0
Tornado,TENNESSEE,5,MAM,50.0,Unknown,35.6533,-84.504,50000.0
Thunderstorm Wind,KANSAS,5,MAM,52.0,EG,37.97,-96.3,0.0
Hail,KANSAS,5,MAM,1.0,Unknown,37.67,-96.92,0.0
Hail,KANSAS,5,MAM,1.0,Unknown,37.33,-95.27,0.0
Hail,KANSAS,5,MAM,0.88,Unknown,37.16,-95.11,0.0
Hail,ARKANSAS,5,MAM,1.0,Unknown,34.98,-90.77,0.0
Thunderstorm Wind,ARKANSAS,5,MAM,52.0,EG,34.97,-90.78,50000.0
Thunderstorm Wind,ARKANSAS,5,MAM,52.0,EG,34.92,-90.31,40000.0
Thunderstorm Wind,WYOMING,5,MAM,56.0,MG,44.37,-106.72,0.0
Thunderstorm Wind,WYOMING,5,MAM,52.0,MG,44.37,-106.72,0.0
Thunderstorm Wind,TENNESSEE,5,MAM,50.0,EG,35.2692,-90.0413,10000.0
Thunderstorm Wind,MISSOURI,5,MAM,52.0,EG,36.18,-89.67,4000.0
Thunderstorm Wind,ARKANSAS,5,MAM,52.0,EG,35.57,-90.05,5000.0
Thunderstorm Wind,ARKANSAS,5,MAM,52.0,EG,34.52,-90.62,4000.0
Thunderstorm Wind,MISSISSIPPI,5,MAM,52.0,EG,34.01,-90.06,5000.0
Thunderstorm Wind,MISSISSIPPI,5,MAM,52.0,EG,34.64,-89.32,2000.0
Thunderstorm Wind,MISSISSIPPI,5,MAM,52.0,EG,34.75,-90.36,500.0
Thunderstorm Wind,MISSISSIPPI,5,MAM,52.0,EG,34.82,-90.27,160000.0
Hail,TENNESSEE,5,MAM,1.0,Unknown,35.59,-89.26,0.0
Hail,TENNESSEE,5,MAM,1.0,Unknown,35.59,-89.28,0.0
Hail,TENNESSEE,5,MAM,1.0,Unknown,35.11,-89.63,0.0
Hail,TENNESSEE,5,MAM,1.0,Unknown,35.24,-89.35,0.0
Hail,TENNESSEE,5,MAM,1.0,Unknown,35.16,-89.59,0.0
Hail,TENNESSEE,5,MAM,1.25,Unknown,35.15,-89.49,0.0
Thunderstorm Wind,NORTH CAROLINA,5,MAM,50.0,EG,36.24,-76.94,1000.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,34.0,MG,36.9615,-76.4156,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,34.0,MG,36.9879,-76.3033,0.0
Flash Flood,VIRGINIA,5,MAM,50.0,Unknown,37.04,-77.55,0.0
Flash Flood,VIRGINIA,5,MAM,50.0,Unknown,37.37,-77.98,0.0
Flash Flood,VIRGINIA,5,MAM,50.0,Unknown,37.0498,-76.4764,0.0
Flash Flood,VIRGINIA,5,MAM,50.0,Unknown,37.03,-77.53,0.0
Flash Flood,VIRGINIA,5,MAM,50.0,Unknown,36.9854,-76.4307,0.0
Flash Flood,VIRGINIA,5,MAM,50.0,Unknown,37.0183,-76.4495,0.0
Thunderstorm Wind,ARKANSAS,5,MAM,65.0,EG,36.173,-94.366,0.0
Thunderstorm Wind,ARKANSAS,5,MAM,65.0,EG,36.2433,-94.2437,0.0
Hail,ARKANSAS,5,MAM,1.75,Unknown,36.165,-94.1401,50000.0
Flash Flood,ARKANSAS,5,MAM,50.0,Unknown,36.35,-94.2441,0.0
Hail,OKLAHOMA,5,MAM,1.25,Unknown,36.7,-96.7561,20000.0
Thunderstorm Wind,OKLAHOMA,5,MAM,56.0,MG,36.6896,-96.7278,0.0
Thunderstorm Wind,OKLAHOMA,5,MAM,71.0,MG,35.7222,-94.9041,0.0
Hail,GEORGIA,5,MAM,0.75,Unknown,34.48,-85.35,0.0
Hail,GEORGIA,5,MAM,1.5,Unknown,33.5144,-84.5832,0.0
Thunderstorm Wind,GEORGIA,5,MAM,43.0,EG,34.872,-85.3103,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,43.0,EG,34.91,-85.1929,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,52.0,EG,33.7129,-84.7667,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,52.0,EG,33.7386,-84.7361,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,52.0,EG,33.68,-84.76,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,52.0,EG,33.76,-84.75,1000.0
Hail,PENNSYLVANIA,5,MAM,1.0,Unknown,40.17,-80.46,0.0
Thunderstorm Wind,PENNSYLVANIA,5,MAM,50.0,EG,40.86,-80.25,2000.0
Thunderstorm Wind,PENNSYLVANIA,5,MAM,50.0,EG,40.19,-80.25,0.0
Thunderstorm Wind,PENNSYLVANIA,5,MAM,50.0,EG,40.75,-80.09,1000.0
Thunderstorm Wind,PENNSYLVANIA,5,MAM,50.0,EG,41.45,-80.44,1000.0
Hail,TEXAS,5,MAM,1.0,Unknown,31.49,-99.15,0.0
Hail,TEXAS,5,MAM,1.25,Unknown,31.27,-98.94,0.0
Hail,TEXAS,5,MAM,1.25,Unknown,31.27,-98.95,0.0
Hail,TEXAS,5,MAM,1.5,Unknown,31.11,-98.81,0.0
Hail,TEXAS,5,MAM,1.75,Unknown,32.26,-99.99,0.0
Hail,WEST VIRGINIA,5,MAM,1.75,Unknown,38.93,-80.19,0.0
Hail,WEST VIRGINIA,5,MAM,1.75,Unknown,38.97,-80.13,0.0
Hail,WEST VIRGINIA,5,MAM,1.0,Unknown,39.0,-80.14,0.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.92,-80.1,250.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.98,-80.21,250.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.86,-80.35,250.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.9,-80.28,250.0
Hail,OHIO,5,MAM,1.0,Unknown,39.91,-82.41,0.0
Flood,OHIO,5,MAM,50.0,Unknown,39.5233,-82.0561,0.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,37.88,-81.98,5000.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.0,-81.72,500.0
